fid,type,if_si,name,geometry
163,apartments,false,apartments,POINT(347311.0811768319 6643075.772527316)
961,apartments,false,,POINT(346924.4212672191 6642359.006069603)
141,apartments,false,apartments,POINT(347304.9804919112 6643158.616041285)
141,apartments,false,apartments,POINT(347294.48409470374 6643144.152790096)
141,apartments,false,apartments,POINT(347308.26285934856 6643148.455004116)
142,apartments,false,apartments,POINT(347336.5308394508 6643143.489741578)
142,apartments,false,apartments,POINT(347347.32776092354 6643131.610455333)
142,apartments,false,apartments,POINT(347325.36481064296 6643124.696760859)
142,apartments,false,apartments,POINT(347318.40193286416 6643142.157476478)
143,apartments,false,apartments,POINT(347359.5595512902 6643131.435495384)
143,apartments,false,apartments,POINT(347366.4902049514 6643147.714414254)
143,apartments,false,apartments,POINT(347377.1821262868 6643159.1113399975)
143,apartments,false,apartments,POINT(347379.5515249091 6643138.279359433)
960,apartments,false,,POINT(346958.94372672157 6642268.3810276305)
960,apartments,false,,POINT(346966.71824875695 6642285.509650871)
960,apartments,false,,POINT(346946.5063522422 6642296.534147833)
960,apartments,false,,POINT(346945.39775832335 6642280.5287597105)
145,apartments,false,apartments,POINT(347450.19752418506 6643049.654810192)
145,apartments,false,apartments,POINT(347460.58485240705 6643035.354765596)
145,apartments,false,apartments,POINT(347456.2275193685 6643010.737421364)
145,apartments,false,apartments,POINT(347451.87215661653 6642986.119728834)
145,apartments,false,apartments,POINT(347447.5153015345 6642961.502300403)
145,apartments,false,apartments,POINT(347432.94065438746 6642951.490363665)
145,apartments,false,apartments,POINT(347437.1639576904 6642976.0142228035)
145,apartments,false,apartments,POINT(347441.52096460457 6643000.631624997)
145,apartments,false,apartments,POINT(347445.87797151867 6643025.24902719)
146,apartments,false,apartments,POINT(347276.32239167386 6642756.228666703)
146,apartments,false,apartments,POINT(347289.0228145165 6642743.757205819)
146,apartments,false,apartments,POINT(347289.3690854186 6642718.7596040815)
146,apartments,false,apartments,POINT(347289.7152042104 6642693.762000559)
146,apartments,false,apartments,POINT(347288.7092256235 6642670.0832001)
146,apartments,false,apartments,POINT(347277.32883293857 6642683.6351222005)
146,apartments,false,apartments,POINT(347276.9822647415 6642708.632719895)
146,apartments,false,apartments,POINT(347276.6356965444 6642733.630317589)
147,apartments,false,apartments,POINT(347311.12662088097 6642658.675566653)
147,apartments,false,apartments,POINT(347299.55897444533 6642672.162473927)
147,apartments,false,apartments,POINT(347277.54530359583 6642668.745954602)
147,apartments,false,apartments,POINT(347291.952829974 6642658.24533784)
959,apartments,false,,POINT(346728.2966452357 6642341.92648718)
150,apartments,false,apartments,POINT(347243.7798526373 6642991.90625747)
150,apartments,false,apartments,POINT(347250.6550412799 6643008.472500646)
150,apartments,false,apartments,POINT(347269.1887763703 6643004.676795567)
150,apartments,false,apartments,POINT(347253.06146645267 6642993.981849496)
151,apartments,false,apartments,POINT(347224.9074173392 6643002.886583615)
151,apartments,false,apartments,POINT(347234.82847708085 6642990.273999398)
151,apartments,false,apartments,POINT(347212.4282851263 6642984.926538191)
151,apartments,false,apartments,POINT(347206.72623774415 6643002.842077543)
152,apartments,false,apartments,POINT(347263.3611117227 6643060.4244458545)
152,apartments,false,apartments,POINT(347268.73729817267 6643077.533912948)
152,apartments,false,apartments,POINT(347287.53458815755 6643075.387943222)
152,apartments,false,apartments,POINT(347272.40806111495 6643063.309736495)
153,apartments,false,apartments,POINT(347246.09019485663 6642907.656323339)
153,apartments,false,apartments,POINT(347256.00006988924 6642895.040625154)
153,apartments,false,apartments,POINT(347233.6001215972 6642889.6920801075)
153,apartments,false,apartments,POINT(347228.0393533559 6642907.642939989)
154,apartments,false,apartments,POINT(347220.87433766236 6642930.538207075)
154,apartments,false,apartments,POINT(347234.60831613303 6642919.0715976395)
154,apartments,false,apartments,POINT(347231.5903799784 6642933.1764169475)
155,apartments,false,apartments,POINT(347252.05788145296 6642951.962538006)
155,apartments,false,apartments,POINT(347258.933862083 6642968.524818679)
155,apartments,false,apartments,POINT(347277.4669699914 6642964.733418998)
155,apartments,false,apartments,POINT(347261.34056414757 6642954.035950132)
156,apartments,false,apartments,POINT(347237.25573337264 6642949.050115761)
156,apartments,false,apartments,POINT(347240.3508427984 6642964.794632832)
156,apartments,false,apartments,POINT(347217.96240903455 6642959.3981015235)
156,apartments,false,apartments,POINT(347221.05628413183 6642940.868373844)
157,apartments,false,apartments,POINT(347199.2635567856 6643025.964711937)
157,apartments,false,apartments,POINT(347213.0612703625 6643014.585411921)
157,apartments,false,apartments,POINT(347209.62545108795 6643028.581974461)
158,apartments,false,apartments,POINT(347249.9542621445 6643059.55049203)
158,apartments,false,apartments,POINT(347233.33927828906 6643065.941559583)
158,apartments,false,apartments,POINT(347239.18014983064 6643051.09815509)
159,apartments,false,apartments,POINT(347197.3109853647 6643100.121049697)
159,apartments,false,apartments,POINT(347208.09491104644 6643088.234646516)
159,apartments,false,apartments,POINT(347186.12722067436 6643081.3121821)
159,apartments,false,apartments,POINT(347179.1889031341 6643098.782922875)
160,apartments,false,apartments,POINT(347219.02961335424 6643106.951108484)
160,apartments,false,apartments,POINT(347217.1273764201 6643091.022534945)
160,apartments,false,apartments,POINT(347239.06061531586 6643098.075208017)
160,apartments,false,apartments,POINT(347234.54048247816 6643116.308905038)
161,apartments,false,apartments,POINT(347249.5171744094 6643140.456420768)
161,apartments,false,apartments,POINT(347239.02048304834 6643125.993401358)
161,apartments,false,apartments,POINT(347252.799464127 6643130.295176733)
959,apartments,false,,POINT(346740.42666094 6642363.786558521)
163,apartments,false,apartments,POINT(347302.02703562577 6643072.888612915)
163,apartments,false,apartments,POINT(347307.4054539324 6643089.990675159)
163,apartments,false,apartments,POINT(347326.19837188895 6643087.851638843)
164,apartments,false,apartments,POINT(347356.08205200895 6643093.0136452)
164,apartments,false,apartments,POINT(347339.53895658423 6643099.554879822)
164,apartments,false,apartments,POINT(347345.21258233284 6643084.6531003835)
165,apartments,false,apartments,POINT(347404.4411142591 6643072.26698143)
165,apartments,false,apartments,POINT(347389.9296135064 6643082.714985577)
165,apartments,false,apartments,POINT(347394.2689613958 6643068.963771323)
166,apartments,false,apartments,POINT(347395.26221250196 6643054.104158334)
166,apartments,false,apartments,POINT(347412.5223028363 6643049.172759694)
166,apartments,false,apartments,POINT(347410.8558616967 6643030.352430167)
166,apartments,false,apartments,POINT(347398.3734548874 6643045.159740199)
959,apartments,false,,POINT(346758.9950813301 6642363.240518709)
959,apartments,false,,POINT(346749.3872302957 6642353.857758197)
959,apartments,false,,POINT(346740.77314414945 6642333.020519855)
958,apartments,false,,POINT(346700.07394719525 6642293.824557748)
958,apartments,false,,POINT(346687.5619201792 6642272.180870909)
958,apartments,false,,POINT(346702.8218156463 6642258.249468151)
958,apartments,false,,POINT(346720.69131342904 6642260.601093691)
958,apartments,false,,POINT(346703.0472890582 6642273.698518437)
958,apartments,false,,POINT(346716.49942100805 6642291.802701345)
957,apartments,false,,POINT(347102.3559378187 6641834.149387812)
957,apartments,false,,POINT(347095.9308110733 6641853.191635974)
957,apartments,false,,POINT(347086.5983199677 6641834.618241237)
957,apartments,false,,POINT(347103.3590745134 6641819.05773055)
168,apartments,false,apartments,POINT(347489.71276172483 6642957.38358012)
168,apartments,false,apartments,POINT(347479.21521638124 6642971.60863414)
168,apartments,false,apartments,POINT(347483.413196218 6642996.253652785)
168,apartments,false,apartments,POINT(347487.6062699125 6643020.899507019)
168,apartments,false,apartments,POINT(347493.1635587905 6643043.626163297)
168,apartments,false,apartments,POINT(347501.73524638475 6643028.034638755)
168,apartments,false,apartments,POINT(347497.54135684134 6643003.388923296)
168,apartments,false,apartments,POINT(347493.34746729786 6642978.7432078365)
956,apartments,false,,POINT(347435.24469715566 6642290.533529811)
956,apartments,false,,POINT(347413.29798512795 6642302.506074701)
956,apartments,false,,POINT(347391.3512731002 6642314.478619593)
956,apartments,false,,POINT(347372.16661159997 6642317.039885944)
956,apartments,false,,POINT(347360.16735359153 6642295.1077678185)
956,apartments,false,,POINT(347377.78622483107 6642297.878388394)
171,apartments,false,apartments,POINT(347462.2644737273 6643176.113840958)
171,apartments,false,apartments,POINT(347440.5035433305 6643168.541308401)
171,apartments,false,apartments,POINT(347434.0675743142 6643184.020342892)
171,apartments,false,apartments,POINT(347454.73420927837 6643192.55715187)
171,apartments,false,apartments,POINT(347463.0475055095 6643178.193534761)
956,apartments,false,,POINT(347391.93522607826 6642298.21655266)
956,apartments,false,,POINT(347413.8808544491 6642286.242022094)
956,apartments,false,,POINT(347435.828511589 6642274.271209839)
956,apartments,false,,POINT(347452.2085353293 6642281.279281894)
173,apartments,false,apartments,POINT(347404.17226639646 6643190.627213295)
173,apartments,false,apartments,POINT(347386.8503973945 6643195.370441612)
173,apartments,false,apartments,POINT(347388.3228695688 6643214.205630752)
173,apartments,false,apartments,POINT(347400.962103852 6643199.525447788)
174,apartments,false,apartments,POINT(347436.49462272425 6643247.237562176)
174,apartments,false,apartments,POINT(347430.47690113296 6643230.512884317)
174,apartments,false,apartments,POINT(347445.2103807005 6643236.65341054)
175,apartments,false,apartments,POINT(347426.2864861832 6643165.900945178)
175,apartments,false,apartments,POINT(347402.6796003724 6643157.67203624)
175,apartments,false,apartments,POINT(347396.33420650836 6643179.26384693)
175,apartments,false,apartments,POINT(347414.3475271703 6643175.906053092)
955,apartments,false,,POINT(347158.9740157201 6641794.710334772)
955,apartments,false,,POINT(347155.193089237 6641808.799204662)
955,apartments,false,,POINT(347132.65343468974 6641819.614188529)
955,apartments,false,,POINT(347110.1149339607 6641830.431581105)
955,apartments,false,,POINT(347112.98041106603 6641814.441383197)
955,apartments,false,,POINT(347135.5196040624 6641803.625433168)
955,apartments,false,,POINT(347158.05755877914 6641792.806902899)
954,apartments,false,,POINT(348295.73568529106 6643101.575549716)
954,apartments,false,,POINT(348288.851711286 6643124.742898155)
954,apartments,false,,POINT(348276.8623626609 6643111.30024091)
954,apartments,false,,POINT(348283.13734466286 6643087.100559087)
954,apartments,false,,POINT(348300.76354366925 6643082.189322034)
953,apartments,false,,POINT(348169.10647040023 6643133.548595548)
953,apartments,false,,POINT(348192.1650098792 6643139.70017709)
953,apartments,false,,POINT(348206.38417341514 6643152.254031772)
953,apartments,false,,POINT(348186.987925062 6643153.227597051)
953,apartments,false,,POINT(348163.17491319915 6643145.615735881)
949,apartments,false,,POINT(348023.2945310654 6643198.979779667)
949,apartments,false,,POINT(348033.27444558404 6643213.111423263)
949,apartments,false,,POINT(348014.7231872849 6643211.879414093)
948,apartments,false,,POINT(348133.6295681698 6643234.51611953)
948,apartments,false,,POINT(348143.49457781913 6643246.767237903)
948,apartments,false,,POINT(348141.59452389914 6643265.810414462)
948,apartments,false,,POINT(348122.26005924225 6643263.429173801)
948,apartments,false,,POINT(348120.1159184653 6643241.289230045)
948,apartments,false,,POINT(348126.0540303914 6643218.214084032)
947,apartments,false,,POINT(348043.51833897945 6643409.086113035)
947,apartments,false,,POINT(348050.9361402012 6643391.212932355)
947,apartments,false,,POINT(348061.5663406022 6643372.448476607)
947,apartments,false,,POINT(348073.4928890018 6643358.346529635)
947,apartments,false,,POINT(348089.28811353963 6643349.112290472)
947,apartments,false,,POINT(348105.1005333107 6643359.710423447)
947,apartments,false,,POINT(348090.8147799315 6643367.362175183)
947,apartments,false,,POINT(348078.6911784585 6643374.784754713)
947,apartments,false,,POINT(348070.0616889241 6643392.489256586)
947,apartments,false,,POINT(348059.8751372102 6643408.845136735)
947,apartments,false,,POINT(348043.013883587 6643409.9753611805)
944,apartments,false,,POINT(347679.12714701076 6643170.464853031)
944,apartments,false,,POINT(347702.87494274555 6643178.277799534)
944,apartments,false,,POINT(347699.4793436976 6643189.413816218)
944,apartments,false,,POINT(347678.8692727106 6643183.068743695)
944,apartments,false,,POINT(347670.3538675741 6643167.578808713)
943,apartments,false,,POINT(347837.18730887683 6643148.193087864)
943,apartments,false,,POINT(347814.5908632725 6643137.497264424)
943,apartments,false,,POINT(347791.9908660009 6643126.808947647)
943,apartments,false,,POINT(347769.39693037514 6643116.10782675)
943,apartments,false,,POINT(347746.806678483 6643105.398927673)
943,apartments,false,,POINT(347724.2078506374 6643094.708140266)
943,apartments,false,,POINT(347702.6585565318 6643091.104864516)
943,apartments,false,,POINT(347694.2330360121 6643114.642294367)
943,apartments,false,,POINT(347688.52193089644 6643136.901972363)
943,apartments,false,,POINT(347703.49991975375 6643126.466463361)
943,apartments,false,,POINT(347712.6664236053 6643103.207589657)
943,apartments,false,,POINT(347733.2192123596 6643113.840887214)
943,apartments,false,,POINT(347755.87616680993 6643124.40793103)
943,apartments,false,,POINT(347778.5333476329 6643134.974488958)
943,apartments,false,,POINT(347801.19265955075 6643145.536475535)
943,apartments,false,,POINT(347823.84777880955 6643156.10745291)
943,apartments,false,,POINT(347840.40233697963 6643149.715001623)
942,apartments,false,,POINT(347199.38366703806 6642021.732038243)
942,apartments,false,,POINT(347212.4257922054 6642040.42485805)
942,apartments,false,,POINT(347225.507629388 6642058.995492568)
942,apartments,false,,POINT(347214.34574632073 6642070.6500625275)
942,apartments,false,,POINT(347202.21068047197 6642048.792794243)
942,apartments,false,,POINT(347190.07561462326 6642026.935525959)
941,apartments,false,,POINT(347179.73717897304 6641977.253113869)
941,apartments,false,,POINT(347191.8926691403 6641999.0990295)
941,apartments,false,,POINT(347201.9024195338 6642020.333797708)
941,apartments,false,,POINT(347185.14314704697 6642014.622479413)
941,apartments,false,,POINT(347172.9896441606 6641992.775468989)
941,apartments,false,,POINT(347179.1274283924 6641976.156480676)
940,apartments,false,,POINT(347356.06029176817 6641710.778697803)
940,apartments,false,,POINT(347333.5175953847 6641721.443173972)
940,apartments,false,,POINT(347310.9792157669 6641732.260806506)
940,apartments,false,,POINT(347293.0239105687 6641737.329868814)
940,apartments,false,,POINT(347302.589506303 6641721.958608912)
185,apartments,false,apartments,POINT(347540.2827015929 6642921.028054947)
185,apartments,false,apartments,POINT(347554.1167207886 6642915.298404039)
185,apartments,false,apartments,POINT(347537.35414071305 6642908.33777409)
185,apartments,false,apartments,POINT(347512.6928617838 6642912.439154536)
185,apartments,false,apartments,POINT(347488.03158285446 6642916.540534983)
185,apartments,false,apartments,POINT(347463.3703039251 6642920.64191543)
185,apartments,false,apartments,POINT(347442.5999530871 6642927.5219366895)
185,apartments,false,apartments,POINT(347449.0681431304 6642939.772768992)
185,apartments,false,apartments,POINT(347469.671617009 6642932.770647617)
185,apartments,false,apartments,POINT(347494.3327748691 6642928.668541289)
185,apartments,false,apartments,POINT(347518.9942926611 6642924.568600254)
186,apartments,false,apartments,POINT(347214.8080864995 6643045.5144828055)
186,apartments,false,apartments,POINT(347216.6479260724 6643061.456539189)
186,apartments,false,apartments,POINT(347194.7529095113 6643054.310732891)
186,apartments,false,apartments,POINT(347199.29868749157 6643036.071657186)
187,apartments,false,apartments,POINT(347376.50644782884 6643096.040339023)
187,apartments,false,apartments,POINT(347365.62529172696 6643107.851863645)
187,apartments,false,apartments,POINT(347387.53518494254 6643114.931839811)
187,apartments,false,apartments,POINT(347394.61292732705 6643097.5151828695)
940,apartments,false,,POINT(347325.12313563214 6641711.131072294)
940,apartments,false,,POINT(347347.65702065063 6641700.304067817)
940,apartments,false,,POINT(347369.97335126635 6641702.203425557)
940,apartments,false,,POINT(347382.1185532384 6641724.055062829)
940,apartments,false,,POINT(347373.28017064265 6641734.527267947)
940,apartments,false,,POINT(347361.1345903788 6641712.675841322)
939,apartments,false,,POINT(346949.98712727317 6644265.165956788)
939,apartments,false,,POINT(346940.4227842498 6644242.067832567)
939,apartments,false,,POINT(346930.8570227931 6644218.970295745)
939,apartments,false,,POINT(346921.29093379015 6644195.872894567)
939,apartments,false,,POINT(346911.7248419011 6644172.775494584)
939,apartments,false,,POINT(346925.0684493637 6644169.206629541)
939,apartments,false,,POINT(346934.6303476819 6644192.3057658905)
939,apartments,false,,POINT(346944.19424174685 6644215.404075053)
939,apartments,false,,POINT(346953.7626624627 6644238.500509621)
939,apartments,false,,POINT(346963.328341901 6644261.598080414)
189,apartments,false,apartments,POINT(346711.93536793476 6642957.908265427)
189,apartments,false,apartments,POINT(346715.66245297843 6642974.30693529)
189,apartments,false,apartments,POINT(346703.08515025355 6642965.682115946)
189,apartments,false,apartments,POINT(346698.0218037672 6642947.825100636)
189,apartments,false,apartments,POINT(346709.5560569021 6642930.582822997)
189,apartments,false,apartments,POINT(346721.08908170863 6642942.928768945)
190,apartments,false,apartments,POINT(346821.32679173583 6642992.046471278)
190,apartments,false,apartments,POINT(346808.80589590594 6643003.325982108)
190,apartments,false,apartments,POINT(346824.06627982284 6643003.493751848)
190,apartments,false,apartments,POINT(346838.5049523556 6642991.821284419)
190,apartments,false,apartments,POINT(346839.0395758734 6642971.093664064)
190,apartments,false,apartments,POINT(346822.48643892363 6642974.549331198)
191,apartments,false,apartments,POINT(347286.10460221267 6642634.153442835)
191,apartments,false,apartments,POINT(347310.8484393888 6642634.2130333865)
191,apartments,false,apartments,POINT(347310.52084959263 6642609.480178849)
191,apartments,false,apartments,POINT(347301.4318720617 6642593.161304326)
191,apartments,false,apartments,POINT(347296.79234264983 6642609.131520213)
191,apartments,false,apartments,POINT(347293.2756860562 6642620.582774001)
192,apartments,false,apartments,POINT(347056.96079806564 6642480.107269972)
192,apartments,false,apartments,POINT(347058.4543091739 6642496.181219124)
192,apartments,false,apartments,POINT(347078.3269087017 6642484.5488238465)
192,apartments,false,apartments,POINT(347070.2388384339 6642467.56666917)
193,apartments,false,apartments,POINT(347163.8284007128 6642419.613955018)
193,apartments,false,apartments,POINT(347164.91077282315 6642435.616247604)
193,apartments,false,apartments,POINT(347185.14822418726 6642424.6387196)
193,apartments,false,apartments,POINT(347177.3067432298 6642407.558777535)
939,apartments,false,,POINT(346954.99667178316 6644277.264130295)
938,apartments,false,,POINT(347177.2353293861 6644252.885467554)
938,apartments,false,,POINT(347179.4830277997 6644276.609933123)
938,apartments,false,,POINT(347180.5665701928 6644301.5864408035)
938,apartments,false,,POINT(347181.6501125859 6644326.562948483)
938,apartments,false,,POINT(347181.8269111191 6644350.692111838)
938,apartments,false,,POINT(347183.0087829885 6644375.664159789)
938,apartments,false,,POINT(347169.1149908835 6644376.513133057)
938,apartments,false,,POINT(347167.93685928977 6644351.540908489)
938,apartments,false,,POINT(347166.7746668285 6644326.56793833)
938,apartments,false,,POINT(347165.6180490213 6644301.5947079575)
938,apartments,false,,POINT(347164.46280476043 6644276.62141401)
938,apartments,false,,POINT(347163.3599689086 6644251.6457546055)
938,apartments,false,,POINT(347176.66160215845 6644239.861880311)
207,apartments,false,apartments,POINT(346897.90409740445 6642712.817092502)
937,apartments,false,,POINT(347171.34738500655 6644170.991827135)
195,apartments,false,apartments,POINT(347108.1090016011 6642450.757321982)
195,apartments,false,apartments,POINT(347121.2305763564 6642460.019442597)
195,apartments,false,apartments,POINT(347101.2779133878 6642471.527327391)
195,apartments,false,apartments,POINT(347090.70555732056 6642455.982543052)
196,apartments,false,apartments,POINT(347445.13183535147 6642580.570449795)
196,apartments,false,apartments,POINT(347427.3225107463 6642578.514118664)
196,apartments,false,apartments,POINT(347438.48315805657 6642597.976282292)
196,apartments,false,apartments,POINT(347450.9275612171 6642619.559424789)
196,apartments,false,apartments,POINT(347432.2557755866 6642621.548635471)
196,apartments,false,apartments,POINT(347410.96670834505 6642624.75006533)
196,apartments,false,apartments,POINT(347425.52277807664 6642635.313405252)
196,apartments,false,apartments,POINT(347450.5127749005 6642636.02055357)
196,apartments,false,apartments,POINT(347472.38819532987 6642631.324045388)
196,apartments,false,apartments,POINT(347461.22536378715 6642609.475738649)
196,apartments,false,apartments,POINT(347449.0640652694 6642587.633055244)
197,apartments,false,apartments,POINT(347128.54761098605 6642515.237032181)
197,apartments,false,apartments,POINT(347144.6925785434 6642501.9421084905)
197,apartments,false,apartments,POINT(347126.399293547 6642500.965613582)
197,apartments,false,apartments,POINT(347111.9333129972 6642518.286445491)
197,apartments,false,apartments,POINT(347125.27208484104 6642528.226792593)
198,apartments,false,apartments,POINT(347232.47382696695 6642604.11101881)
198,apartments,false,apartments,POINT(347247.3880994534 6642594.121888874)
198,apartments,false,apartments,POINT(347239.99932981574 6642576.72509753)
198,apartments,false,apartments,POINT(347232.68392829347 6642594.649288928)
199,apartments,false,apartments,POINT(347105.26552400255 6642609.650377867)
199,apartments,false,apartments,POINT(347089.21472554165 6642613.146641396)
937,apartments,false,,POINT(347175.28670103947 6644192.756007953)
937,apartments,false,,POINT(347176.2472574672 6644217.737547765)
937,apartments,false,,POINT(347164.1133426514 6644226.016662666)
937,apartments,false,,POINT(347163.15595986607 6644201.035001034)
937,apartments,false,,POINT(347160.7520582329 6644176.974332996)
937,apartments,false,,POINT(347137.6613684005 6644182.953292841)
937,apartments,false,,POINT(347114.4134743999 6644192.147606005)
937,apartments,false,,POINT(347101.7862872939 6644182.509689585)
201,apartments,false,apartments,POINT(347510.1208272866 6642721.98579474)
201,apartments,false,apartments,POINT(347495.71152623167 6642731.326490354)
201,apartments,false,apartments,POINT(347514.37961761793 6642735.6193731595)
201,apartments,false,apartments,POINT(347527.1268665903 6642723.506621484)
201,apartments,false,apartments,POINT(347514.83534957434 6642701.736950017)
201,apartments,false,apartments,POINT(347502.5423110615 6642679.968137368)
201,apartments,false,apartments,POINT(347488.27432141494 6642661.53211021)
201,apartments,false,apartments,POINT(347463.2764878326 6642661.20299596)
201,apartments,false,apartments,POINT(347438.27865425026 6642660.87388171)
201,apartments,false,apartments,POINT(347421.2990830672 6642668.777751523)
201,apartments,false,apartments,POINT(347439.836470659 6642675.3973644)
201,apartments,false,apartments,POINT(347464.8343540923 6642675.722642669)
201,apartments,false,apartments,POINT(347486.93795858836 6642680.928873469)
201,apartments,false,apartments,POINT(347499.2290048802 6642702.698810993)
202,apartments,false,apartments,POINT(346702.47151876916 6642614.186729034)
202,apartments,false,apartments,POINT(346709.75351945235 6642630.828093257)
202,apartments,false,apartments,POINT(346722.3865225445 6642618.213532621)
203,apartments,false,apartments,POINT(346803.20253371814 6642646.609737186)
203,apartments,false,apartments,POINT(346787.8588308842 6642651.389051601)
203,apartments,false,apartments,POINT(346790.83267985814 6642628.564646801)
203,apartments,false,apartments,POINT(346809.6288708996 6642629.634287261)
204,apartments,false,apartments,POINT(347445.43601294677 6642881.218967862)
204,apartments,false,apartments,POINT(347431.608225195 6642886.965987506)
204,apartments,false,apartments,POINT(347448.3770890724 6642893.907992022)
204,apartments,false,apartments,POINT(347473.0319047908 6642889.767936238)
204,apartments,false,apartments,POINT(347497.68672050914 6642885.627880454)
204,apartments,false,apartments,POINT(347522.34153622756 6642881.487824671)
204,apartments,false,apartments,POINT(347543.11172255815 6642874.5856735455)
204,apartments,false,apartments,POINT(347536.6218576841 6642862.349594762)
204,apartments,false,apartments,POINT(347516.0280999136 6642869.372337805)
204,apartments,false,apartments,POINT(347491.37305577315 6642873.511032854)
204,apartments,false,apartments,POINT(347466.7169953727 6642877.643664904)
205,apartments,false,apartments,POINT(347525.19211446616 6642757.2655592505)
205,apartments,false,apartments,POINT(347539.22637921467 6642768.038638389)
205,apartments,false,apartments,POINT(347542.9621374064 6642790.113855112)
205,apartments,false,apartments,POINT(347546.5631476516 6642811.414292226)
205,apartments,false,apartments,POINT(347552.19452236156 6642834.010889514)
205,apartments,false,apartments,POINT(347541.84801587305 6642848.338352757)
205,apartments,false,apartments,POINT(347536.6702891602 6642825.110586381)
205,apartments,false,apartments,POINT(347532.50070347986 6642800.460748491)
205,apartments,false,apartments,POINT(347528.3294906623 6642775.811185895)
206,apartments,false,apartments,POINT(347311.12662088097 6642658.675566653)
206,apartments,false,apartments,POINT(347322.0467124739 6642672.690669549)
206,apartments,false,apartments,POINT(347347.0398358422 6642673.276996111)
206,apartments,false,apartments,POINT(347372.0331370541 6642673.8556890795)
206,apartments,false,apartments,POINT(347397.02640417335 6642674.435860351)
206,apartments,false,apartments,POINT(347412.0167595561 6642664.546869854)
206,apartments,false,apartments,POINT(347390.67225786386 6642660.490684786)
206,apartments,false,apartments,POINT(347365.67876391567 6642659.920368854)
206,apartments,false,apartments,POINT(347340.6852699675 6642659.350052922)
206,apartments,false,apartments,POINT(347315.6917760193 6642658.77973699)
207,apartments,false,apartments,POINT(346908.1972535304 6642700.499897526)
207,apartments,false,apartments,POINT(346920.1433096595 6642718.814042605)
207,apartments,false,apartments,POINT(346926.3706291706 6642701.071820607)
209,apartments,false,apartments,POINT(346962.4427675301 6642770.716682342)
209,apartments,false,apartments,POINT(346971.42070241517 6642757.410982072)
209,apartments,false,apartments,POINT(346948.6919558577 6642753.692517534)
209,apartments,false,apartments,POINT(346944.30642220675 6642771.974406797)
937,apartments,false,,POINT(347125.0342579043 6644173.315568502)
937,apartments,false,,POINT(347148.2822285147 6644164.121447419)
937,apartments,false,,POINT(347166.2880810753 6644171.186939746)
934,apartments,false,,POINT(347599.74640904175 6643843.690860975)
934,apartments,false,,POINT(347612.27568682656 6643864.803097639)
934,apartments,false,,POINT(347622.3845145404 6643886.909441669)
934,apartments,false,,POINT(347610.3017078675 6643881.0267491685)
934,apartments,false,,POINT(347594.09409408644 6643863.573671952)
934,apartments,false,,POINT(347586.68278402387 6643840.354698045)
933,apartments,false,,POINT(347357.7432488579 6643696.529638755)
933,apartments,false,,POINT(347366.0198095261 6643692.97574514)
933,apartments,false,,POINT(347364.4031859452 6643711.253213385)
932,apartments,false,,POINT(347355.1441806589 6643666.177725162)
932,apartments,false,,POINT(347378.04525043047 6643656.150712553)
932,apartments,false,,POINT(347395.57657698315 6643657.851243755)
932,apartments,false,,POINT(347391.38676235505 6643672.873139422)
932,apartments,false,,POINT(347388.806933168 6643688.7324436605)
932,apartments,false,,POINT(347381.5073307594 6643675.914343064)
932,apartments,false,,POINT(347360.43402918684 6643681.357601968)
932,apartments,false,,POINT(347345.5792250037 6643670.364770606)
931,apartments,false,,POINT(347327.1358766851 6643678.832192556)
931,apartments,false,,POINT(347347.5456474283 6643674.640023572)
931,apartments,false,,POINT(347337.36997043143 6643689.711267508)
931,apartments,false,,POINT(347321.5925956721 6643681.3773387205)
928,apartments,false,,POINT(347619.09775149846 6643755.275094272)
928,apartments,false,,POINT(347600.1158556422 6643757.783757183)
214,apartments,false,apartments,POINT(346749.0297636973 6642695.0766830025)
214,apartments,false,apartments,POINT(346741.0485717679 6642679.023828888)
214,apartments,false,apartments,POINT(346719.9688742754 6642677.392951952)
214,apartments,false,apartments,POINT(346697.2320552676 6642676.2243825765)
214,apartments,false,apartments,POINT(346675.669033388 6642672.190195448)
214,apartments,false,apartments,POINT(346653.9774486787 6642668.252653688)
214,apartments,false,apartments,POINT(346631.6673310958 6642664.779027133)
214,apartments,false,apartments,POINT(346614.30979121017 6642659.752062099)
214,apartments,false,apartments,POINT(346620.66563333763 6642677.002180341)
214,apartments,false,apartments,POINT(346642.8055484073 6642679.675993616)
214,apartments,false,apartments,POINT(346662.0960915557 6642684.434311832)
214,apartments,false,apartments,POINT(346683.3076688107 6642687.747895544)
214,apartments,false,apartments,POINT(346705.60167929315 6642688.303590815)
214,apartments,false,apartments,POINT(346726.7032502118 6642691.627115017)
214,apartments,false,apartments,POINT(346747.80625099275 6642694.886056644)
928,apartments,false,,POINT(347619.925489612 6643757.774977903)
926,apartments,false,,POINT(347736.99756582954 6643841.596262696)
926,apartments,false,,POINT(347725.77790597203 6643824.636564852)
926,apartments,false,,POINT(347721.60489190003 6643841.044439264)
919,apartments,false,,POINT(348581.6574880181 6644300.493535136)
919,apartments,false,,POINT(348592.9716867905 6644299.997749368)
919,apartments,false,,POINT(348597.9190766715 6644279.716635128)
919,apartments,false,,POINT(348579.5947546953 6644281.739943163)
916,apartments,false,,POINT(348619.45980066573 6644003.559447575)
