fid,type,if_si,name,geometry
264,florist,false,Цветы,POINT(347526.050761262 6642728.6186363865)
45459,florist,false,Цветовик,POINT(348933.1180001313 6644177.686206167)
264,florist,false,Цветы,POINT(347506.9991429106 6642735.250169786)
371,florist,false,ОптЦветыРозница,POINT(347568.6618451226 6643570.984654665)
371,florist,false,ОптЦветыРозница,POINT(347567.045139321 6643571.702318238)
23316,florist,false,,POINT(347570.21077595616 6643480.890928942)
67017,florist,false,Артфлора,POINT(347514.26692490326 6643820.816137624)
56863,florist,false,,POINT(347751.29292302346 6643804.312860807)
372,florist,false,Цветовик,POINT(347604.5482666419 6643531.332040745)
372,florist,false,Цветовик,POINT(347602.9376512059 6643532.0493891295)
93735,fountain,false,,POINT(348061.3546736818 6643157.062564695)
13354,fountain,false,,POINT(347450.46073690255 6643653.508785576)
80880,fountain,false,,POINT(347624.9939438411 6643513.989479666)
272,fuel_station,false,Заправка Лукойл,POINT(346475.92391746416 6642644.398498436)
403,fuel_station,false,Лукойл,POINT(346444.81955318013 6642648.689212107)
6728,fuel_station,false,Киришиавтосервис,POINT(348330.06995641335 6643321.028367431)
379,fuel_station,false,Лукойл,POINT(348241.5975103276 6643889.000030622)
379,fuel_station,false,Лукойл,POINT(348240.85858076136 6643871.180038322)
434,fuel_station,false,Лукойл,POINT(347204.8456418738 6644085.1276849955)
379,fuel_station,false,Лукойл,POINT(348253.0851570824 6643879.594609544)
379,fuel_station,false,Лукойл,POINT(348247.22248264163 6643866.345371935)
434,fuel_station,false,Лукойл,POINT(347222.24430161883 6644085.321161895)
12540,fuel_station,false,Газпромнефть,POINT(347848.0304490769 6642398.327435282)
1007,fuel_station,false,Лукойл,POINT(348334.9729267333 6643057.63102898)
951,fuel_station,false,Лукойл,POINT(348253.0851570824 6643879.594609544)
1007,fuel_station,false,Лукойл,POINT(348339.30586707377 6643040.389049554)
1007,fuel_station,false,Лукойл,POINT(348333.9753314911 6643056.3277403)
84138,fuel_station,false,,POINT(347349.14659377513 6643566.47380555)
1009,fuel_station,false,Лукойл,POINT(347204.8456418738 6644085.1276849955)
1009,fuel_station,false,Лукойл,POINT(347222.24430161883 6644085.321161895)
6542,fuel_station,false,Роснефть,POINT(346636.6041549349 6642509.456898645)
404,fuel_station,false,Лукойл,POINT(348333.9753314911 6643056.3277403)
404,fuel_station,false,Лукойл,POINT(348339.30586707377 6643040.389049554)
404,fuel_station,false,Лукойл,POINT(348334.9729267333 6643057.63102898)
437,fuel_station,false,Газпромнефть,POINT(348290.9984016294 6642978.802615607)
437,fuel_station,false,Газпромнефть,POINT(348312.9347906693 6642986.434468503)
437,fuel_station,false,Газпромнефть,POINT(348307.52543439646 6642975.204051422)
437,fuel_station,false,Газпромнефть,POINT(348289.8146786189 6642965.491341583)
951,fuel_station,false,Лукойл,POINT(348247.22248264163 6643866.345371935)
951,fuel_station,false,Лукойл,POINT(348240.85858076136 6643871.180038322)
437,fuel_station,false,Газпромнефть,POINT(348283.94618499395 6642982.4244609205)
376,fuel_station,false,Роснефть,POINT(347809.1119299757 6642372.600201784)
376,fuel_station,false,Роснефть,POINT(347822.1743458812 6642358.086425959)
376,fuel_station,false,Роснефть,POINT(347805.7869967411 6642366.424336245)
272,fuel_station,false,Заправка Лукойл,POINT(346468.43589838326 6642660.113027166)
403,fuel_station,false,Лукойл,POINT(346455.3683912364 6642632.701343462)
951,fuel_station,false,Лукойл,POINT(348241.5975103276 6643889.000030622)
272,fuel_station,false,Заправка Лукойл,POINT(346456.31840394327 6642628.886443783)
272,fuel_station,false,Заправка Лукойл,POINT(346438.1305249177 6642628.051248816)
272,fuel_station,false,Заправка Лукойл,POINT(346445.0613983273 6642650.082619915)
403,fuel_station,false,Лукойл,POINT(346442.4897244328 6642645.278936633)
272,fuel_station,false,Заправка Лукойл,POINT(346460.7002178672 6642664.332489265)
974,garage,false,garage,POINT(347511.69457174855 6641508.647677062)
974,garage,false,garage,POINT(347526.5155110443 6641540.049227554)
974,garage,false,garage,POINT(347514.4379907649 6641528.683772)
974,garage,false,garage,POINT(347498.9771563528 6641521.136941353)
974,garage,false,garage,POINT(347484.113807527 6641535.127151428)
974,garage,false,garage,POINT(347484.9314660638 6641554.7765134)
229,garage,false,,POINT(346873.78225667926 6642608.625575088)
967,garage,false,garage,POINT(348809.59183164063 6644269.30221673)
967,garage,false,garage,POINT(348822.81903101393 6644274.714890967)
967,garage,false,garage,POINT(348808.3827337823 6644267.345733129)
921,garage,false,,POINT(347728.8286892814 6643662.571904279)
921,garage,false,,POINT(347746.4231488092 6643680.332393967)
921,garage,false,,POINT(347764.0176083369 6643698.092883654)
921,garage,false,,POINT(347769.5378490269 6643715.785919135)
921,garage,false,,POINT(347762.84256043786 6643714.628796585)
921,garage,false,,POINT(347751.81988864095 6643696.905180564)
921,garage,false,,POINT(347734.2235191037 6643679.146583235)
1069,garage,false,garage,POINT(347430.73120676633 6644048.837621346)
1069,garage,false,garage,POINT(347442.5593273725 6644045.258260563)
1069,garage,false,garage,POINT(347418.13723697397 6644039.913964486)
1068,garage,false,,POINT(347333.60233108967 6643715.645345824)
1067,garage,false,,POINT(347734.15847522917 6644116.069304467)
1066,garage,false,,POINT(347693.4484768713 6644326.836914054)
1065,garage,false,garage,POINT(347200.2561597876 6641840.594403438)
1065,garage,false,garage,POINT(347199.3745920545 6641823.167338143)
1064,garage,false,garage,POINT(347315.4481555406 6641774.416481828)
1064,garage,false,garage,POINT(347316.1731539495 6641774.0100960545)
1060,garage,false,garage,POINT(347491.8336739993 6641595.396139366)
1060,garage,false,garage,POINT(347487.70881054224 6641597.051373486)
1059,garage,false,garage,POINT(347543.5037283191 6641564.638876627)
1059,garage,false,garage,POINT(347566.085015293 6641553.911086612)
1059,garage,false,garage,POINT(347588.6663022669 6641543.183296598)
1059,garage,false,garage,POINT(347611.24758924084 6641532.455506583)
1059,garage,false,garage,POINT(347599.4576029913 6641544.394023589)
1059,garage,false,garage,POINT(347576.7549315308 6641554.8624861585)
1059,garage,false,garage,POINT(347554.05226007034 6641565.330948727)
1059,garage,false,garage,POINT(347531.3495886098 6641575.799411296)
1058,garage,false,garage,POINT(347230.3667106444 6641875.82425741)
1058,garage,false,garage,POINT(347228.6969864619 6641859.448502401)
1058,garage,false,garage,POINT(347230.8836535078 6641876.721784225)
1045,garage,false,,POINT(347331.96886669705 6643711.074630203)
1044,garage,false,,POINT(347276.64978237654 6643813.720186416)
1044,garage,false,,POINT(347289.057795238 6643821.427625447)
1043,garage,false,garage,POINT(347483.2291100318 6643839.101691868)
1043,garage,false,garage,POINT(347483.17482326913 6643838.776544447)
1042,garage,false,garage,POINT(347505.3690255137 6644019.468952979)
1042,garage,false,garage,POINT(347518.6006836575 6644035.256057733)
1042,garage,false,garage,POINT(347509.38667700184 6644039.497277896)
1042,garage,false,garage,POINT(347505.32281895506 6644019.373500456)
1041,garage,false,,POINT(347358.7180309259 6643766.432788052)
1041,garage,false,,POINT(347348.96984821506 6643743.461027228)
1041,garage,false,,POINT(347358.3265004286 6643736.751633448)
1041,garage,false,,POINT(347367.6049748968 6643759.966066707)
1038,garage,false,garage,POINT(347660.9983461996 6643572.945065479)
1038,garage,false,garage,POINT(347669.1595847577 6643590.651723276)
1038,garage,false,garage,POINT(347652.5879230883 6643571.933282382)
1037,garage,false,,POINT(347983.84436034877 6643027.054257246)
1037,garage,false,,POINT(347975.834531827 6643029.160210484)
1037,garage,false,,POINT(347986.9949256751 6643013.615562114)
1036,garage,false,garage,POINT(347870.72466817166 6643395.062739965)
1036,garage,false,garage,POINT(347872.0818182675 6643376.747882631)
1035,garage,false,,POINT(348092.4319746469 6643078.270706061)
1035,garage,false,,POINT(348099.70199258265 6643075.425325022)
1035,garage,false,,POINT(348089.2023080612 6643092.046386979)
1032,garage,false,,POINT(347701.88799629494 6643164.965748737)
1031,garage,false,garage,POINT(347937.28414135455 6642770.993478991)
1031,garage,false,garage,POINT(347914.58465333283 6642768.317977989)
1031,garage,false,garage,POINT(347896.4302747443 6642758.890807974)
1031,garage,false,garage,POINT(347915.39539665356 6642755.706935427)
1031,garage,false,garage,POINT(347939.8198828418 6642761.040271573)
1030,garage,false,,POINT(347709.4107784351 6643167.967576252)
1029,garage,false,garage,POINT(348016.58206496964 6643484.151129081)
1029,garage,false,garage,POINT(348010.1411029366 6643480.327044606)
1028,garage,false,,POINT(347705.1155025032 6643166.627989162)
1027,garage,false,garage,POINT(347890.4051829981 6643229.548378069)
1027,garage,false,garage,POINT(347901.12816381856 6643207.219137786)
1027,garage,false,garage,POINT(347899.92738910107 6643226.444425998)
1027,garage,false,garage,POINT(347885.7941173799 6643239.384156626)
1024,garage,false,garage,POINT(347808.4675038958 6642701.446132651)
1024,garage,false,garage,POINT(347826.00678910204 6642711.968014493)
1024,garage,false,garage,POINT(347803.1986772269 6642707.139596317)
1023,garage,false,garage,POINT(347786.49883113004 6642665.796074677)
1023,garage,false,garage,POINT(347798.0503990139 6642675.821692064)
1023,garage,false,garage,POINT(347773.8361037602 6642669.6033397615)
1019,garage,false,garage,POINT(347395.59051268944 6642125.793534035)
1019,garage,false,garage,POINT(347373.8064986911 6642138.059614669)
1019,garage,false,garage,POINT(347379.6287839872 6642127.943536004)
1019,garage,false,garage,POINT(347393.39136288804 6642113.4411764275)
1019,garage,false,garage,POINT(347410.6708310606 6642117.302151265)
1018,garage,false,garage,POINT(347237.86310323485 6641826.1712139575)
1018,garage,false,garage,POINT(347219.2322015146 6641838.439769366)
1018,garage,false,garage,POINT(347213.83384005766 6641833.938206527)
1018,garage,false,garage,POINT(347236.3104315166 6641822.992758323)
1017,garage,false,garage,POINT(347364.9117446539 6642154.649471338)
1017,garage,false,garage,POINT(347386.7613751491 6642142.500658753)
1017,garage,false,garage,POINT(347408.61100564426 6642130.351846168)
1017,garage,false,garage,POINT(347430.4606361394 6642118.203033583)
1017,garage,false,garage,POINT(347452.31026663457 6642106.054220999)
1017,garage,false,garage,POINT(347471.8283871245 6642102.089093256)
1017,garage,false,garage,POINT(347451.4136573031 6642114.646702605)
1017,garage,false,garage,POINT(347429.5640250048 6642126.795511947)
1017,garage,false,garage,POINT(347407.71439270646 6642138.944321289)
1017,garage,false,garage,POINT(347385.8647604081 6642151.093130631)
1017,garage,false,garage,POINT(347364.0151281098 6642163.241939973)
1016,garage,false,garage,POINT(347430.5983640631 6642099.547715972)
1016,garage,false,garage,POINT(347452.38233969145 6642087.281567195)
1016,garage,false,garage,POINT(347462.0001989663 6642088.860025848)
1016,garage,false,garage,POINT(347440.21622169716 6642101.126171711)
1016,garage,false,garage,POINT(347418.4322444281 6642113.3923175745)
1015,garage,false,garage,POINT(347214.79425831273 6641847.91147465)
1015,garage,false,garage,POINT(347215.64682470274 6641849.65559531)
1001,garage,false,garage,POINT(346076.3155058644 6642644.128435143)
1001,garage,false,garage,POINT(346085.6920767418 6642655.78686047)
1001,garage,false,garage,POINT(346069.2820103216 6642662.420597684)
4,garage,false,moto garage,POINT(347236.130017031 6643207.514195285)
4,garage,false,moto garage,POINT(347249.7034382318 6643194.710572329)
4,garage,false,moto garage,POINT(347256.05581620947 6643172.327253472)
4,garage,false,moto garage,POINT(347273.1878201415 6643167.246074795)
4,garage,false,moto garage,POINT(347269.72397324187 6643157.108954662)
4,garage,false,moto garage,POINT(347252.74796283006 6643162.544008583)
4,garage,false,moto garage,POINT(347244.0823842144 6643185.994120464)
986,garage,false,garage,POINT(347534.309341382 6641503.973041199)
986,garage,false,garage,POINT(347556.71059953666 6641492.874228961)
986,garage,false,garage,POINT(347579.1118576913 6641481.775416723)
986,garage,false,garage,POINT(347600.62770625664 6641473.756559674)
986,garage,false,garage,POINT(347597.54695054033 6641486.839574605)
986,garage,false,garage,POINT(347575.17159891606 6641497.990522533)
986,garage,false,garage,POINT(347552.7962472918 6641509.141470461)
986,garage,false,garage,POINT(347530.4208956675 6641520.292418389)
985,garage,false,garage,POINT(347467.68866133783 6641536.169636183)
985,garage,false,garage,POINT(347446.94921959075 6641542.751216371)
985,garage,false,garage,POINT(347424.45875387127 6641553.668127642)
985,garage,false,garage,POINT(347401.9682881518 6641564.585038914)
985,garage,false,garage,POINT(347391.9899391408 6641559.636687937)
985,garage,false,garage,POINT(347414.7158954414 6641549.218870977)
985,garage,false,garage,POINT(347437.4418517421 6641538.801054017)
985,garage,false,garage,POINT(347460.1678080427 6641528.3832370555)
985,garage,false,garage,POINT(347474.7272263302 6641537.947131564)
985,garage,false,garage,POINT(347475.7589361626 6641558.197931345)
984,garage,false,garage,POINT(347505.43152707093 6641532.475339331)
984,garage,false,garage,POINT(347492.6507528091 6641533.841170469)
984,garage,false,garage,POINT(347502.314397267 6641540.0797356265)
983,garage,false,garage,POINT(347380.4726386956 6641607.0260097245)
983,garage,false,garage,POINT(347391.3266051583 6641629.546920274)
983,garage,false,garage,POINT(347402.180571621 6641652.067830825)
983,garage,false,garage,POINT(347390.0210127459 6641641.817185725)
983,garage,false,garage,POINT(347379.1687560618 6641619.295451226)
983,garage,false,garage,POINT(347368.3164993777 6641596.773716726)
982,garage,false,garage,POINT(347425.5638426905 6641604.724181143)
982,garage,false,garage,POINT(347448.07865060616 6641593.857561405)
982,garage,false,garage,POINT(347442.1414408581 6641609.864821323)
982,garage,false,garage,POINT(347419.62432833156 6641620.726664789)
981,garage,false,garage,POINT(347627.3140286723 6641502.758761771)
981,garage,false,garage,POINT(347615.04610172077 6641480.975787495)
981,garage,false,garage,POINT(347620.52912105765 6641477.037847184)
981,garage,false,garage,POINT(347632.31133820885 6641499.087322438)
981,garage,false,garage,POINT(347636.4582327528 6641518.995242722)
751,garage,false,,POINT(347772.88344017335 6642670.958108738)
751,garage,false,,POINT(347772.53912897885 6642690.570136153)
751,garage,false,,POINT(347791.99971952435 6642689.392703542)
751,garage,false,,POINT(347802.2549689526 6642691.5768051045)
751,garage,false,,POINT(347792.4121593416 6642676.8079053145)
980,garage,false,garage,POINT(347414.8516051746 6641588.6998585295)
980,garage,false,garage,POINT(347437.37950352393 6641577.86040301)
980,garage,false,garage,POINT(347459.90740187326 6641567.02094749)
980,garage,false,garage,POINT(347468.8621782641 6641575.697423968)
980,garage,false,garage,POINT(347446.33427823323 6641586.536875994)
980,garage,false,garage,POINT(347423.8063782024 6641597.3763280185)
980,garage,false,garage,POINT(347406.7373359236 6641592.604095811)
979,garage,false,garage,POINT(347535.8798180387 6641546.118551466)
979,garage,false,garage,POINT(347558.4245303 6641535.314110293)
979,garage,false,garage,POINT(347580.96924256126 6641524.50966912)
979,garage,false,garage,POINT(347603.51395482256 6641513.705227948)
979,garage,false,garage,POINT(347623.11067528423 6641511.28969585)
979,garage,false,garage,POINT(347608.63641527516 6641524.930215898)
979,garage,false,garage,POINT(347586.0917012703 6641535.734653433)
979,garage,false,garage,POINT(347563.5469872654 6641546.539090967)
979,garage,false,garage,POINT(347541.00227326056 6641557.343528502)
979,garage,false,garage,POINT(347524.2382197453 6641551.697729521)
978,garage,false,garage,POINT(347533.1929871546 6641526.1265049875)
978,garage,false,garage,POINT(347555.59578902763 6641515.030809055)
978,garage,false,garage,POINT(347577.9985909007 6641503.935113122)
978,garage,false,garage,POINT(347600.4013927738 6641492.839417189)
978,garage,false,garage,POINT(347614.21092871093 6641499.365866006)
978,garage,false,garage,POINT(347591.8292057747 6641510.504020181)
978,garage,false,garage,POINT(347569.44748283847 6641521.642174355)
978,garage,false,garage,POINT(347547.0657599022 6641532.780328528)
978,garage,false,garage,POINT(347529.5473617475 6641527.932116234)
977,garage,false,garage,POINT(347397.94091308035 6641575.554095188)
977,garage,false,garage,POINT(347420.40242129256 6641564.5777274445)
977,garage,false,garage,POINT(347442.8639295048 6641553.601359702)
977,garage,false,garage,POINT(347462.2345278213 6641551.645151157)
977,garage,false,garage,POINT(347447.5901635453 6641565.300192758)
977,garage,false,garage,POINT(347425.12865338824 6641576.276556522)
977,garage,false,garage,POINT(347402.66714323114 6641587.252920285)
976,garage,false,garage,POINT(347466.79955034493 6641606.315202405)
976,garage,false,garage,POINT(347444.4710277881 6641617.5596268205)
976,garage,false,garage,POINT(347422.14250523126 6641628.804051235)
976,garage,false,garage,POINT(347404.1977076063 6641627.361505047)
976,garage,false,garage,POINT(347393.5739479392 6641604.731088999)
976,garage,false,garage,POINT(347394.11161235545 6641585.179373631)
976,garage,false,garage,POINT(347382.78132901125 6641597.702210773)
976,garage,false,garage,POINT(347393.92735039734 6641620.0800169045)
976,garage,false,garage,POINT(347405.07337178336 6641642.457823036)
976,garage,false,garage,POINT(347417.46909940284 6641637.885465473)
976,garage,false,garage,POINT(347439.8684311819 6641626.784304712)
976,garage,false,garage,POINT(347462.2162085554 6641615.57819716)
976,garage,false,garage,POINT(347484.56398592883 6641604.372089608)
975,garage,false,garage,POINT(347524.7007671726 6641579.029658386)
975,garage,false,garage,POINT(347501.95045696065 6641589.394183713)
975,garage,false,garage,POINT(347499.6718018484 6641578.078341223)
975,garage,false,garage,POINT(347506.2360732759 6641568.528182488)
975,garage,false,garage,POINT(347522.9813057711 6641575.207350027)
974,garage,false,garage,POINT(347476.8044943486 6641533.910343828)
974,garage,false,garage,POINT(347489.0194977661 6641519.175783249)
974,garage,false,garage,POINT(347515.987896599 6641517.373925261)
41213,garden,true,,POINT(347069.1080569918 6642848.237477502)
16715,garden,true,,POINT(347054.360030158 6642860.715424339)
481,gift_shop,false,,POINT(348928.04004997737 6644162.619361874)
483,gift_shop,false,,POINT(348947.0379918108 6644160.662047722)
93326,grocery_store,false,Овощи фрукты,POINT(347395.99467571476 6642375.97785208)
67013,grocery_store,false,,POINT(348895.6468814096 6644252.453952608)
109386,grocery_store,false,Фрукты-овощи,POINT(347113.42728861177 6644286.301813275)
53914,grocery_store,false,Фруктовый рай,POINT(347505.5992570162 6643792.040309673)
7812,grocery_store,false,Продукты,POINT(347369.94381069357 6641706.024663353)
55978,hairdresser,false,,POINT(347145.7395447644 6642029.133088189)
155865,hairdresser,false,Руки и ножницы,POINT(347430.48064240225 6643772.592373201)
14725,hairdresser,false,Инсайт,POINT(347609.91119123733 6643352.233319327)
130940,hairdresser,false,Поддубный,POINT(347672.6062365921 6643776.50004017)
54857,hairdresser,false,LаФа,POINT(347621.4650829559 6643683.625063444)
57082,hairdresser,false,,POINT(347455.93491926324 6643777.630657598)
78650,hairdresser,false,Том Сойер,POINT(347087.7561113839 6641833.504665658)
54816,hairdresser,false,Доступная парикмахерская,POINT(347562.46336806205 6643767.109471739)
24860,hairdresser,false,Сочи,POINT(347179.18836733076 6641955.9069311945)
139594,hairdresser,false,,POINT(347614.4583774678 6643379.016057182)
11872,hairdresser,false,,POINT(348811.6920935513 6644278.448745028)
23323,hairdresser,false,Народная услуга,POINT(347737.5509655028 6643782.970009051)
139585,hairdresser,false,Айлин,POINT(347408.7752519605 6643508.8152028425)
24861,hairdresser,false,,POINT(347377.8899375784 6642237.113440948)
139578,hairdresser,false,Barber.Farik,POINT(347481.1583650399 6643358.7067055255)
56478,hairdresser,false,Чио Чио,POINT(348829.0376527868 6644205.628190001)
56056,hairdresser,false,Фрейя,POINT(346949.7405714153 6644355.972859845)
55980,hairdresser,false,,POINT(347413.5947630168 6642409.0793061815)
968,hangar,false,,POINT(348189.4411640962 6642768.213355377)
973,hangar,false,,POINT(347623.94763644825 6641774.878638163)
818,hangar,false,,POINT(348524.9099867695 6643379.063915463)
818,hangar,false,,POINT(348535.556954495 6643356.444408876)
968,hangar,false,,POINT(348167.08218982356 6642771.733347797)
818,hangar,false,,POINT(348521.4533229328 6643359.192009243)
837,hangar,false,,POINT(347890.0139565244 6643860.7244652575)
818,hangar,false,,POINT(348522.0827164785 6643377.740996645)
1003,hangar,false,,POINT(346544.199579505 6642306.308493674)
1003,hangar,false,,POINT(346554.5561596436 6642327.720619626)
1003,hangar,false,,POINT(346567.33080168016 6642313.851844472)
1003,hangar,false,,POINT(346552.7786843519 6642302.712553168)
819,hangar,false,,POINT(348546.16463029454 6643357.96982779)
819,hangar,false,,POINT(348551.3068588615 6643373.892102216)
819,hangar,false,,POINT(348536.109104777 6643380.858392764)
1005,hangar,false,,POINT(346465.57676262077 6642548.866528447)
1005,hangar,false,,POINT(346486.227284778 6642534.775540737)
1051,hangar,false,,POINT(347406.77045012213 6644202.795722771)
1051,hangar,false,,POINT(347429.2447609169 6644201.714309385)
1005,hangar,false,,POINT(346506.8778069352 6642520.684553027)
1005,hangar,false,,POINT(346504.05808634555 6642505.730466647)
1051,hangar,false,,POINT(347430.75630807533 6644217.969724634)
1051,hangar,false,,POINT(347405.81815816305 6644216.212260849)
1050,hangar,false,,POINT(347405.8686026766 6644219.031724517)
1050,hangar,false,,POINT(347430.7445131184 6644221.519510619)
1050,hangar,false,,POINT(347426.52508079883 6644237.2341606505)
1050,hangar,false,,POINT(347401.64910670137 6644234.747011137)
1047,hangar,false,,POINT(347415.01484646805 6644063.94466627)
1047,hangar,false,,POINT(347429.8461299247 6644054.246919907)
1047,hangar,false,,POINT(347429.5794289584 6644076.537439959)
1047,hangar,false,,POINT(347412.2964301673 6644082.967928345)
1005,hangar,false,,POINT(346483.4082835558 6642519.822508541)
1005,hangar,false,,POINT(346462.7584807661 6642533.914550435)
968,hangar,false,,POINT(348166.137513269 6642771.776133032)
837,hangar,false,,POINT(347905.26265566796 6643873.56434389)
837,hangar,false,,POINT(347886.168007148 6643873.624575513)
973,hangar,false,,POINT(347607.9846332296 6641783.1978036165)
973,hangar,false,,POINT(347623.82784601895 6641791.787323607)
837,hangar,false,,POINT(347880.6276460861 6643856.803231869)
968,hangar,false,,POINT(348175.9323526523 6642756.785099724)
973,hangar,false,,POINT(347641.272892378 6641778.749361476)
359,healthcare,false,Городской Гепатологический Центр,POINT(347267.6632163759 6643893.072446625)
359,healthcare,false,Городской Гепатологический Центр,POINT(347259.9844432465 6643875.051760905)
323,healthcare,false,Детская поликлиника №21,POINT(347326.00930189755 6642123.870808556)
323,healthcare,false,Детская поликлиника №21,POINT(347304.07540566305 6642135.866816057)
323,healthcare,false,Детская поликлиника №21,POINT(347284.3213608201 6642140.401807729)
323,healthcare,false,Детская поликлиника №21,POINT(347285.5990532184 6642122.368637841)
323,healthcare,false,Детская поликлиника №21,POINT(347304.7607505159 6642119.854163719)
323,healthcare,false,Детская поликлиника №21,POINT(347326.6975264844 6642107.86342312)
322,healthcare,false,Стоматологическая поликлиника №10,POINT(347327.31434392015 6642031.777710084)
322,healthcare,false,Стоматологическая поликлиника №10,POINT(347313.5229703529 6642016.366095478)
322,healthcare,false,Стоматологическая поликлиника №10,POINT(347326.82435108686 6642003.72365983)
322,healthcare,false,Стоматологическая поликлиника №10,POINT(347338.587637795 6642025.7832401935)
359,healthcare,false,Городской Гепатологический Центр,POINT(347242.9550328292 6643856.748778066)
359,healthcare,false,Городской Гепатологический Центр,POINT(347224.20675624255 6643869.866453741)
359,healthcare,false,Городской Гепатологический Центр,POINT(347204.35315269046 6643885.059689933)
359,healthcare,false,Городской Гепатологический Центр,POINT(347184.49954913836 6643900.252926126)
359,healthcare,false,Городской Гепатологический Центр,POINT(347164.64594558626 6643915.446162318)
359,healthcare,false,Городской Гепатологический Центр,POINT(347146.78488110617 6643932.577275435)
320,healthcare,false,,POINT(346645.8887423266 6642788.169137222)
320,healthcare,false,,POINT(346650.01910882426 6642769.756031299)
320,healthcare,false,,POINT(346667.1945955962 6642763.344959535)
320,healthcare,false,,POINT(346687.74480676977 6642766.684696163)
320,healthcare,false,,POINT(346702.0377611103 6642778.164823624)
320,healthcare,false,,POINT(346700.4690403748 6642796.939458728)
320,healthcare,false,,POINT(346688.7531694036 6642792.868815814)
320,healthcare,false,,POINT(346676.8020881872 6642779.695369688)
320,healthcare,false,,POINT(346658.7340766688 6642784.869362732)
320,healthcare,false,,POINT(346645.2602143151 6642792.024342507)
359,healthcare,false,Городской Гепатологический Центр,POINT(347137.94585035695 6643955.919613039)
359,healthcare,false,Городской Гепатологический Центр,POINT(347130.9567816532 6643979.896847528)
359,healthcare,false,Городской Гепатологический Центр,POINT(347142.8728299051 6644000.418978435)
359,healthcare,false,Городской Гепатологический Центр,POINT(347158.0713522564 6644020.268383835)
188,healthcare,false,Детская поликлиника №21,POINT(347471.6649673669 6643112.99642895)
188,healthcare,false,Детская поликлиника №21,POINT(347473.708964591 6643131.736034697)
188,healthcare,false,Детская поликлиника №21,POINT(347483.6768126194 6643116.729566919)
188,healthcare,false,Детская поликлиника №21,POINT(347485.72325227753 6643101.403961208)
188,healthcare,false,Детская поликлиника №21,POINT(347498.8966663295 6643088.207750835)
188,healthcare,false,Детская поликлиника №21,POINT(347485.0623784405 6643080.855457535)
188,healthcare,false,Детская поликлиника №21,POINT(347474.2727847034 6643098.804513094)
188,healthcare,false,Детская поликлиника №21,POINT(347454.0389524165 6643089.183034304)
188,healthcare,false,Детская поликлиника №21,POINT(347442.18245659693 6643079.700802227)
188,healthcare,false,Детская поликлиника №21,POINT(347438.58569498215 6643061.740814694)
188,healthcare,false,Детская поликлиника №21,POINT(347431.4746459061 6643073.106914305)
188,healthcare,false,Детская поликлиника №21,POINT(347430.41921162937 6643090.426913426)
188,healthcare,false,Детская поликлиника №21,POINT(347418.4188407613 6643105.969517384)
188,healthcare,false,Детская поликлиника №21,POINT(347430.906885551 6643113.566917976)
71792,healthcare,false,Атлант,POINT(347644.7960251704 6643371.735553326)
56475,healthcare,false,Рубенс,POINT(348806.3331249007 6644208.272717341)
54866,healthcare,false,,POINT(347681.232704239 6644014.804958752)
54860,healthcare,false,Террапевтика,POINT(347627.4704688981 6643704.070767317)
45455,healthcare,false,Питер Оптика,POINT(348878.4330005507 6644238.852710403)
7655,healthcare,false,Гранти-Мед,POINT(347249.0936944852 6641775.89517613)
14797,healthcare,false,,POINT(347542.3079807523 6642800.711592951)
14720,healthcare,false,Питер оптика,POINT(347572.9045985644 6643393.158309513)
7183,healthcare,false,Женская консультация Кировского района,POINT(347432.09132944606 6641956.963644076)
936,healthcare,false,Психо-неврологический диспансер,POINT(347678.3138841867 6643624.2947716005)
936,healthcare,false,Психо-неврологический диспансер,POINT(347695.0163175953 6643635.787169417)
23307,healthcare,false,Невская оптика,POINT(347418.77663939167 6642416.547592869)
936,healthcare,false,Психо-неврологический диспансер,POINT(347677.2668756127 6643651.89213975)
936,healthcare,false,Психо-неврологический диспансер,POINT(347668.8653884347 6643636.699943679)
516,healthcare,false,Психоневрологический диспансер №7,POINT(347685.0229557988 6643665.333177274)
516,healthcare,false,Психоневрологический диспансер №7,POINT(347673.4274124892 6643646.3174494635)
516,healthcare,false,Психоневрологический диспансер №7,POINT(347661.0318900457 6643628.8462690525)
516,healthcare,false,Психоневрологический диспансер №7,POINT(347644.5676976955 6643615.732037565)
536,healthcare,false,Противотуберкулезный диспансер №16,POINT(346531.51151872444 6642689.364882541)
936,healthcare,false,Психо-неврологический диспансер,POINT(347653.9737970635 6643625.236284793)
936,healthcare,false,Психо-неврологический диспансер,POINT(347673.21161464334 6643609.27049716)
359,healthcare,false,Городской Гепатологический Центр,POINT(347234.043242189 6643998.493820271)
359,healthcare,false,Городской Гепатологический Центр,POINT(347218.8660258697 6644018.359673005)
359,healthcare,false,Городской Гепатологический Центр,POINT(347201.22663667524 6644033.417866318)
359,healthcare,false,Городской Гепатологический Центр,POINT(347176.2365856216 6644034.123095595)
536,healthcare,false,Противотуберкулезный диспансер №16,POINT(346556.2309945163 6642693.09951995)
536,healthcare,false,Противотуберкулезный диспансер №16,POINT(346580.9504703081 6642696.834157359)
19703,healthcare,false,Флюростанция,POINT(346565.1462771272 6642752.964778945)
1072,healthcare,false,аптека,POINT(347233.21201935434 6642397.894134563)
536,healthcare,false,Противотуберкулезный диспансер №16,POINT(346605.6699460999 6642700.568794768)
