id,fid,type,NAME,if_si,geometry
351,79483,alcohol_store,"ProWine's",false,POINT(30.3288702 59.962210400000004)
150,34285,alcohol_store,Vinissimo,false,POINT(30.315866900000007 59.9653379)
327,78020,amusement_arcade,Побег Гудини,false,POINT(30.316469300000005 59.96328230000002)
202,45709,antique_shop,,false,POINT(30.310012 59.966755899999995)
418,89056,artwork,,false,POINT(30.312438 59.9631938)
233,52960,artwork,,false,POINT(30.313348900000005 59.9637371)
332,78678,artwork,,false,POINT(30.313395900000007 59.963264)
236,52963,artwork,,false,POINT(30.3126217 59.963336200000015)
415,89053,artwork,,false,POINT(30.312529600000005 59.9633174)
420,89058,artwork,,false,POINT(30.313426800000002 59.96328599999999)
413,88628,artwork,Карп,false,POINT(30.327656 59.96787139999999)
232,52959,artwork,,false,POINT(30.313027200000004 59.963613200000005)
235,52962,artwork,Скрипка-яблоко,false,POINT(30.313416500000002 59.96346659999999)
414,89052,artwork,,false,POINT(30.312781700000006 59.96321410000001)
234,52961,artwork,Скрипка-сфинкс,false,POINT(30.313777499999997 59.963306)
495,136018,artwork,Разводной мост,false,POINT(30.332387800000003 59.96706850000001)
449,109347,artwork,Печальный ангел,false,POINT(30.315891200000003 59.96770209999999)
170,36955,artwork,Композиторы,false,POINT(30.3137104 59.96310249999999)
225,52363,artwork,"Змея, обвивающая ножку чаши",false,POINT(30.322397000000002 59.96449710000002)
237,52964,artwork,,false,POINT(30.312530200000005 59.963122299999995)
198,45705,atm_cash_machine,,false,POINT(30.309993600000002 59.9669452)
214,50058,atm_cash_machine,,false,POINT(30.311680700000004 59.96634110000001)
213,50057,atm_cash_machine,,false,POINT(30.311672700000003 59.96634980000001)
218,50062,atm_cash_machine,Сбербанк,false,POINT(30.311602800000003 59.96642540000001)
193,44759,atm_cash_machine,,false,POINT(30.3190768 59.96164450000001)
441,102402,atm_cash_machine,Банк Санкт-Петербург,false,POINT(30.316306 59.96060580000002)
245,55143,atm_cash_machine,,false,POINT(30.322713800000002 59.96670399999999)
298,71807,atm_cash_machine,,false,POINT(30.3165008 59.9603985)
217,50061,atm_cash_machine,Сбербанк,false,POINT(30.311560200000002 59.96641860000002)
471,122046,atm_cash_machine,ВТБ,false,POINT(30.315169200000007 59.9616218)
216,50060,atm_cash_machine,Сбербанк,false,POINT(30.3115388 59.96641519999999)
142,33517,atm_cash_machine,Сбербанк,false,POINT(30.3204713 59.96449929999999)
244,55142,atm_cash_machine,Сбербанк,false,POINT(30.322110600000002 59.96516600000002)
212,50056,atm_cash_machine,ВТБ,false,POINT(30.311656300000006 59.96636750000001)
411,87982,atm_cash_machine,Тинькофф Банк,false,POINT(30.310130000000004 59.96681450000001)
221,51816,atm_cash_machine,Альфа-Банк,false,POINT(30.308880499999997 59.96816649999999)
122,31131,atm_cash_machine,Уралсиб,false,POINT(30.319985500000005 59.96369779999999)
211,50055,atm_cash_machine,ВТБ,false,POINT(30.311664 59.9663592)
483,129117,atm_cash_machine,,false,POINT(30.310010600000005 59.96606340000001)
292,70913,atm_cash_machine,,false,POINT(30.315800100000004 59.96531179999999)
108,27826,atm_cash_machine,ЮниКредит Банк,false,POINT(30.311343500000003 59.96665200000002)
2,540,atm_cash_machine,,false,POINT(30.3118987 59.966079000000015)
372,80820,atm_cash_machine,,false,POINT(30.3162838 59.9606393)
476,124070,attraction,Двор «Летучая мышь»,false,POINT(30.311980100000007 59.966437200000016)
290,70153,bakery,Булочная Ф. Вольчека,false,POINT(30.3142722 59.9656742)
442,103041,bakery,Булочная Ф. Вольчека,false,POINT(30.313099400000002 59.96446070000001)
561,152214,bakery,Хлебник,false,POINT(30.312256700000002 59.96761849999999)
240,53220,bakery,Булка хлеба,false,POINT(30.313150600000004 59.96389310000001)
552,149370,bakery,Штрогель,false,POINT(30.317633500000003 59.96200290000001)
479,124688,bakery,Тили-тесто,false,POINT(30.3129911 59.96649690000002)
375,83028,bank,Сбербанк,false,POINT(30.309678799999997 59.96813679999999)
312,74393,bank,Санкт-Петербургский банк инвестиций,false,POINT(30.318894500000003 59.9619964)
50,4791,bank,Абсолют,false,POINT(30.3136623 59.966459)
119,30332,bank,Россельхозбанк,false,POINT(30.3168036 59.9606592)
121,30870,bank,Сбербанк,false,POINT(30.316513800000003 59.96038490000001)
40,4714,bank,Траст,false,POINT(30.313515900000002 59.9671997)
18,3505,bank,Сбербанк,false,POINT(30.3095715 59.968187400000005)
13,1990,bank,Глобэкс,false,POINT(30.309426700000003 59.96829800000001)
247,55452,bank,Газпромбанк,false,POINT(30.313741100000005 59.96668010000001)
276,65243,bank,Альфа-Банк,false,POINT(30.308841400000006 59.9683559)
278,65245,bank,ВТБ,false,POINT(30.315139700000003 59.961660200000004)
1,336,bank,Сбербанк,false,POINT(30.3130356 59.9640079)
513,140500,bank,Деньга,false,POINT(30.310763100000003 59.9662442)
80,10907,bank,Банк Санкт-Петербург,false,POINT(30.316281900000003 59.9606244)
77,10838,bank,ВТБ,false,POINT(30.316022900000004 59.964931500000006)
376,83029,bank,Сбербанк,false,POINT(30.309795500000003 59.968206300000006)
154,34542,bar,KillFish,true,POINT(30.313778300000006 59.966726)
403,85286,bar,The Office,true,POINT(30.3149219 59.9673047)
51,4792,bar,Дубай,true,POINT(30.313188999999998 59.9662123)
406,85954,bar,Darmagi,true,POINT(30.308715300000006 59.96844080000001)
246,55451,bar,Музыка Кофе & Вина,true,POINT(30.313853100000003 59.966845099999986)
430,93569,bar,Ленинград,true,POINT(30.3160693 59.96086610000001)
506,140106,bar,Maze,true,POINT(30.313367900000003 59.966312200000004)
102,26273,beauty,Охра,false,POINT(30.323808800000005 59.96119300000001)
14,2020,beauty,girlie,false,POINT(30.312166100000002 59.96462350000001)
38,4712,beauty,Улыбка радуги,false,POINT(30.313089100000003 59.96662379999999)
306,73075,beauty,People`s Choice,false,POINT(30.3193324 59.9602969)
133,33035,beauty,,false,POINT(30.309603300000006 59.966716799999986)
402,85284,beauty,,false,POINT(30.314749900000002 59.96683700000001)
96,19947,beauty,Caresalon,false,POINT(30.31078 59.965724200000004)
359,80435,beauty,Студия маникюра Шукшиной Алисы,false,POINT(30.3236859 59.964339700000004)
371,80748,beauty,Тея,false,POINT(30.3161087 59.9602396)
172,39278,beauty,Лазерный Доктор,false,POINT(30.3195348 59.960335900000004)
333,78679,beauty,Милена,false,POINT(30.3139186 59.9624646)
335,78687,beauty,Юнона,false,POINT(30.3130575 59.96243579999999)
526,141870,beauty,Boutique,false,POINT(30.313954800000005 59.964343599999985)
168,36246,beauty,Пилки,false,POINT(30.313531500000003 59.964025799999995)
162,35341,beauty,Эсма,false,POINT(30.318741000000006 59.9601858)
343,78708,beauty,Бенуа Медикал Спа,false,POINT(30.3134053 59.96235879999999)
428,91800,beauty,NailGrad_Spb,false,POINT(30.311457 59.96634)
439,102373,beauty,The Cut,false,POINT(30.3105605 59.96444960000002)
546,147029,beauty,Сахар,false,POINT(30.3099123 59.967012600000004)
537,146182,beauty,Beauty Mafia,false,POINT(30.3109376 59.964075700000016)
543,146497,beauty,Цирюльникъ,false,POINT(30.3126165 59.966234299999996)
291,70756,beauty,Lash,false,POINT(30.314404 59.9651899)
502,139804,beauty,Осипов,false,POINT(30.3169138 59.96054089999999)
387,83390,beverage_store,Ароматный мир,false,POINT(30.3116302 59.963592500000004)
496,137487,beverage_store,Винлаб,false,POINT(30.329831500000004 59.963309100000004)
484,129444,beverage_store,Винлаб,false,POINT(30.316215300000007 59.960717700000004)
301,72655,beverage_store,Ароматный мир,false,POINT(30.3272289 59.961891599999994)
305,73074,beverage_store,Красное&Белое,false,POINT(30.324135900000005 59.962683)
353,80154,beverage_store,Пивновъ,false,POINT(30.326199600000006 59.96156929999997)
243,55102,bicycle_parking,,false,POINT(30.321925 59.96668219999999)
566,154083,bicycle_parking,,false,POINT(30.312699800000004 59.962398400000005)
424,90710,bicycle_parking,,false,POINT(30.310394499999997 59.9666575)
422,90050,bicycle_parking,,false,POINT(30.309646100000002 59.96745030000001)
421,90035,bicycle_parking,,false,POINT(30.311533700000002 59.96685550000002)
444,103729,bicycle_parking,,false,POINT(30.329822300000004 59.96743710000001)
206,49902,bicycle_parking,,false,POINT(30.316292800000006 59.965083699999994)
304,73036,bicycle_parking,,false,POINT(30.3242687 59.96161049999999)
467,121944,bicycle_parking,,false,POINT(30.318732800000003 59.9680746)
357,80407,bicycle_parking,,false,POINT(30.3253396 59.9645494)
174,39584,bicycle_parking,,false,POINT(30.3098938 59.966271400000004)
321,76268,bicycle_parking,,false,POINT(30.323295300000005 59.9644777)
523,140778,bicycle_parking,,false,POINT(30.3127139 59.96777740000002)
317,75099,bicycle_parking,,false,POINT(30.3231765 59.96569050000001)
185,42318,bicycle_parking,,false,POINT(30.320252900000007 59.96336490000001)
281,66410,bicycle_parking,,false,POINT(30.318784700000002 59.9616344)
545,146773,bicycle_parking,,false,POINT(30.310939400000006 59.9661247)
261,57941,bicycle_parking,,false,POINT(30.3193993 59.963438900000014)
443,103728,bicycle_repair_st,,false,POINT(30.329798700000005 59.96743620000002)
59,4890,books,Книголов,true,POINT(30.310535500000004 59.96647660000002)
153,34310,books,Буквоед,true,POINT(30.309745200000002 59.967215899999985)
379,83307,books,Книжная лавка писателей,true,POINT(30.312638800000006 59.965870900000006)
134,33036,butcher,Великолукский мясокомбинат,false,POINT(30.309838100000004 59.9672003)
296,71624,cafe,Север-Метрополь,true,POINT(30.312163500000004 59.967428700000006)
239,52966,cafe,Буше,true,POINT(30.312696000000003 59.965457699999995)
105,26493,cafe,TerritoriЯ,true,POINT(30.320316899999998 59.96371760000002)
98,20078,cafe,Цех85,true,POINT(30.312447400000003 59.96513949999998)
95,19370,cafe,,true,POINT(30.320281100000006 59.96543750000001)
91,16539,cafe,Лукоморье,true,POINT(30.321881700000002 59.96373329999998)
86,16187,cafe,Coffeeshop Company,true,POINT(30.315538800000002 59.9650444)
58,4889,cafe,Момо,true,POINT(30.310463900000002 59.9665551)
47,4788,cafe,Арабика,true,POINT(30.314974300000003 59.9674106)
44,4785,cafe,Френдс,true,POINT(30.313974300000005 59.96705490000001)
43,4718,cafe,Тесто-Плюс,true,POINT(30.3254947 59.9643427)
42,4716,cafe,Greenbox,true,POINT(30.314025700000002 59.965673)
16,2223,cafe,Счастье,true,POINT(30.309987900000003 59.96466399999999)
4,769,cafe,Марка,true,POINT(30.309297000000004 59.96757520000001)
572,158049,cafe,Коржов,true,POINT(30.310312300000003 59.96488000000001)
560,151930,cafe,Ротация,true,POINT(30.311380200000006 59.96638330000001)
551,149369,cafe,Ворлд,true,POINT(30.316640300000007 59.9608302)
540,146350,cafe,Коммуна,true,POINT(30.314785100000005 59.966892800000004)
535,145637,cafe,Habit,true,POINT(30.3137924 59.965482200000004)
530,144491,cafe,Coffee Therapy,true,POINT(30.312281000000002 59.96753210000001)
528,142267,cafe,Брынза,true,POINT(30.321662500000006 59.96224309999999)
477,124123,cafe,Цех85,true,POINT(30.313564900000006 59.9672398)
474,123545,cafe,Включи тепло,true,POINT(30.313308900000006 59.964601800000004)
473,123494,cafe,Civil,true,POINT(30.3107073 59.9647701)
459,119851,cafe,Chellengers,true,POINT(30.3083074 59.9679)
426,91703,cafe,Coffee-one,true,POINT(30.319758 59.96224199999998)
412,88181,cafe,Салют,true,POINT(30.328298200000006 59.96282210000001)
407,87355,cafe,,true,POINT(30.310668200000002 59.966364799999994)
395,84655,cafe,Coffee Room,true,POINT(30.3125661 59.96534880000001)
383,83386,cafe,Ananda,true,POINT(30.3118912 59.9637553)
365,80677,cafe,Secret Garden,true,POINT(30.309470500000003 59.966463900000015)
363,80577,cafe,,true,POINT(30.3219194 59.96253230000001)
160,34809,cafe,Surf Coffee,true,POINT(30.313655200000007 59.9654901)
344,78780,cafe,Casual,true,POINT(30.315869700000004 59.96521840000001)
165,36237,cafe,Люди любят,true,POINT(30.316209700000005 59.96129439999999)
145,33626,cafe,Море чая,true,POINT(30.3115446 59.967171300000004)
144,33625,cafe,Невские берега,true,POINT(30.311565199999997 59.967196400000006)
329,78607,cafe,Кантата,true,POINT(30.315879600000006 59.965289199999994)
182,41673,cafe,Кетч Ап Бургерс,true,POINT(30.312772000000002 59.9655303)
131,32611,cafe,Территория кофе,true,POINT(30.3125496 59.96502460000001)
190,44204,cafe,Энди Кофе,true,POINT(30.313326300000007 59.9676382)
307,73100,cafe,Британские пекарни,true,POINT(30.312204000000005 59.966046)
279,65246,cafe,Postscriptum,true,POINT(30.311115600000004 59.96576119999999)
275,65242,cafe,Coffee therapy,true,POINT(30.314068300000002 59.965435000000014)
264,58548,cafe,Verlé Garden,true,POINT(30.314816500000003 59.963406299999995)
109,28447,cafe,Север-Метрополь,true,POINT(30.311484500000002 59.96561000000002)
201,45708,cafe,Шоколадница,true,POINT(30.310649 59.966382100000004)
241,53657,cafe,Дед Хо,true,POINT(30.316098500000003 59.960832700000005)
352,80138,car_store,,false,POINT(30.3308733 59.962579199999986)
106,26992,car_store,Автомаркет,false,POINT(30.3241686 59.96126520000001)
324,77204,clinic,Медицинский центр Института Пастера,false,POINT(30.317003300000003 59.96144640000001)
110,29137,clinic,Цмрт,false,POINT(30.3179613 59.96321690000001)
231,52958,clinic,MedClub,false,POINT(30.314451400000006 59.9631025)
480,125507,clinic,Bonne Clinique,false,POINT(30.3227863 59.96080450000001)
396,84690,clinic,Якуси,false,POINT(30.325986000000004 59.96299200000001)
302,72892,clinic,MedClub,false,POINT(30.316611299999998 59.960135599999994)
490,131752,clothes_store,Москвичка,false,POINT(30.311093400000004 59.963232000000005)
503,139805,clothes_store,Tivoli,false,POINT(30.312601200000003 59.96494920000001)
509,140325,clothes_store,Комиссионная лавка,false,POINT(30.314379300000002 59.9608636)
288,69599,clothes_store,Baggins,false,POINT(30.308904000000002 59.96886360000002)
514,140501,clothes_store,Unique Fabric,false,POINT(30.310447300000003 59.96495590000001)
66,4901,clothes_store,Intimissimi,false,POINT(30.311356000000004 59.96576869999999)
532,144493,clothes_store,ClanVI,false,POINT(30.3121926 59.96743620000002)
533,145635,clothes_store,Arny Praht,false,POINT(30.310818100000006 59.965179700000014)
68,4903,clothes_store,Pompa,false,POINT(30.311420200000004 59.96555809999999)
69,4904,clothes_store,Lady Sharm,false,POINT(30.310933300000002 59.965254300000005)
577,161683,clothes_store,Gloria Jeans,false,POINT(30.311179000000003 59.96656940000001)
8,953,clothes_store,Tezenis,false,POINT(30.3112611 59.965882199999996)
229,52663,clothes_store,Лечи красиво,false,POINT(30.314739600000003 59.96737369999999)
35,4709,clothes_store,Gloria Jeans,false,POINT(30.311765900000005 59.96607570000001)
36,4710,clothes_store,Империя платья,false,POINT(30.312483100000005 59.966152900000004)
200,45707,clothes_store,Trikstore,false,POINT(30.3121015 59.96469320000001)
56,4887,clothes_store,Sultanna Frantsuzova,false,POINT(30.309974200000006 59.96704799999999)
135,33037,clothes_store,,false,POINT(30.309815000000004 59.966962399999986)
181,41621,clothes_store,befree,false,POINT(30.311190800000002 59.96598160000002)
195,45702,clothes_store,Calzedonia,false,POINT(30.3114099 59.96571420000001)
356,80314,clothes_store,Unique Fabric,false,POINT(30.316702500000005 59.96078139999997)
196,45703,clothes_store,Milavitsa,false,POINT(30.310150100000005 59.9668775)
311,74031,clothes_store,Cameo,false,POINT(30.323048900000007 59.964099100000006)
61,4892,clothes_store,Мир сумок,false,POINT(30.3105623 59.96645170000001)
425,91035,clothes_store,Timberland,false,POINT(30.312795100000002 59.964772800000006)
440,102380,clothes_store,Myondon,false,POINT(30.310710700000005 59.9663064)
454,114942,clothes_store,Медтехника №7,false,POINT(30.3144549 59.96612030000001)
456,115873,clothes_store,Griol,false,POINT(30.311013500000005 59.96529809999999)
297,71788,clothes_store,Minishop,false,POINT(30.316615800000005 59.9608667)
2182,41055,college,Императорский Александровский лицей,false,POINT(30.31771234977309 59.9623741269654)
2164,41055,college,Императорский Александровский лицей,false,POINT(30.316046521042495 59.96144378869904)
2163,41055,college,Императорский Александровский лицей,false,POINT(30.31596110808161 59.96151516925684)
2162,41055,college,Императорский Александровский лицей,false,POINT(30.31588311689807 59.961595971653445)
2161,41055,college,Императорский Александровский лицей,false,POINT(30.31580512533047 59.961676774000495)
2160,41055,college,Императорский Александровский лицей,false,POINT(30.31572713337879 59.96175757629795)
2159,41055,college,Императорский Александровский лицей,false,POINT(30.31564914104304 59.961838378545856)
2158,41055,college,Императорский Александровский лицей,false,POINT(30.31557114832321 59.96191918074415)
2157,41055,college,Императорский Александровский лицей,false,POINT(30.315493155219308 59.96199998289285)
2156,41055,college,Императорский Александровский лицей,false,POINT(30.31541516173131 59.96208078499197)
2155,41055,college,Императорский Александровский лицей,false,POINT(30.31533716785923 59.962161587041535)
2154,41055,college,Императорский Александровский лицей,false,POINT(30.315259173603064 59.962242389041485)
2153,41055,college,Императорский Александровский лицей,false,POINT(30.315181178962803 59.962323190991846)
2152,41055,college,Императорский Александровский лицей,false,POINT(30.315103183938447 59.96240399289265)
2151,41055,college,Императорский Александровский лицей,false,POINT(30.315025188529987 59.96248479474389)
2150,41055,college,Императорский Александровский лицей,false,POINT(30.31494719273743 59.962565596545495)
2149,41055,college,Императорский Александровский лицей,false,POINT(30.314869196560775 59.96264639829753)
2148,41055,college,Императорский Александровский лицей,false,POINT(30.3147912 59.96272719999999)
2209,41055,college,Императорский Александровский лицей,false,POINT(30.314892799077352 59.962746762022945)
2208,41055,college,Императорский Александровский лицей,false,POINT(30.315028783496327 59.96274176948418)
2207,41055,college,Императорский Александровский лицей,false,POINT(30.315099921531104 59.96265939187072)
2206,41055,college,Императорский Александровский лицей,false,POINT(30.315217896104283 59.96263526050138)
2205,41055,college,Императорский Александровский лицей,false,POINT(30.315392181197232 59.96265420942961)
2204,41055,college,Императорский Александровский лицей,false,POINT(30.315568597335965 59.962669499085955)
2203,41055,college,Императорский Александровский лицей,false,POINT(30.315744126270374 59.96268630804146)
2202,41055,college,Императорский Александровский лицей,false,POINT(30.315909127413 59.962721144981586)
2201,41055,college,Императорский Александровский лицей,false,POINT(30.316074216268586 59.96275587721541)
2200,41055,college,Императорский Александровский лицей,false,POINT(30.316233708252938 59.962791625718936)
2199,41055,college,Императорский Александровский лицей,false,POINT(30.316299048084872 59.962847603864205)
2198,41055,college,Императорский Александровский лицей,false,POINT(30.31646273526574 59.9628839667617)
2197,41055,college,Императорский Александровский лицей,false,POINT(30.31656863203175 59.96283657490927)
2196,41055,college,Императорский Александровский лицей,false,POINT(30.31665253288975 59.96275727414713)
2195,41055,college,Императорский Александровский лицей,false,POINT(30.316736452020113 59.96267797829578)
2194,41055,college,Императорский Александровский лицей,false,POINT(30.316646974473272 59.9626236970174)
2193,41055,college,Императорский Александровский лицей,false,POINT(30.3167250891436 59.962543753458306)
2192,41055,college,Императорский Александровский лицей,false,POINT(30.316827637740687 59.962495027524895)
2191,41055,college,Императорский Александровский лицей,false,POINT(30.316990862646932 59.96253190724188)
2190,41055,college,Императорский Александровский лицей,false,POINT(30.317154087920514 59.96256878675919)
2189,41055,college,Императорский Александровский лицей,false,POINT(30.31731731356144 59.96260566607685)
2188,41055,college,Императорский Александровский лицей,false,POINT(30.317480539569697 59.96264254519482)
2187,41055,college,Императорский Александровский лицей,false,POINT(30.317643765945295 59.962679424113105)
2186,41055,college,Императорский Александровский лицей,false,POINT(30.317751521705524 59.9626527630303)
2185,41055,college,Императорский Александровский лицей,false,POINT(30.31780821735059 59.96256761470781)
2184,41055,college,Императорский Александровский лицей,false,POINT(30.317864912699303 59.96248246635797)
2183,41055,college,Императорский Александровский лицей,false,POINT(30.317878695986618 59.96240731487655)
2181,41055,college,Императорский Александровский лицей,false,POINT(30.317546003897224 59.9623409388466)
2180,41055,college,Императорский Александровский лицей,false,POINT(30.317379658359034 59.96230775052017)
2179,41055,college,Императорский Александровский лицей,false,POINT(30.317326329876522 59.96224984288518)
2178,41055,college,Императорский Александровский лицей,false,POINT(30.317390977370618 59.96216613134249)
2177,41055,college,Императорский Александровский лицей,false,POINT(30.31745562453353 59.962082419764975)
2176,41055,college,Императорский Александровский лицей,false,POINT(30.317520271365268 59.961998708152585)
2175,41055,college,Императорский Александровский лицей,false,POINT(30.317582554536887 59.96191788086752)
2174,41055,college,Императорский Александровский лицей,false,POINT(30.31741482879229 59.961886490420696)
2173,41055,college,Императорский Александровский лицей,false,POINT(30.31724710337013 59.961855099762616)
2172,41055,college,Императорский Александровский лицей,false,POINT(30.317079378270403 59.96182370889337)
2171,41055,college,Императорский Александровский лицей,false,POINT(30.316911653493115 59.96179231781285)
2170,41055,college,Императорский Александровский лицей,false,POINT(30.316743617367717 59.96176135809666)
2169,41055,college,Императорский Александровский лицей,false,POINT(30.316574696212587 59.961731624116986)
2168,41055,college,Императорский Александровский лицей,false,POINT(30.316405775365446 59.96170188992295)
2167,41055,college,Императорский Александровский лицей,false,POINT(30.316269444673473 59.961655808763965)
2166,41055,college,Императорский Александровский лицей,false,POINT(30.316210089009353 59.96157111773855)
2165,41055,college,Императорский Александровский лицей,false,POINT(30.31618771767513 59.961484119932)
262,58111,community_centre,Дворец детского творчества Петроградского района,true,POINT(30.311607600000002 59.9650288)
277,65244,community_centre,KOKON Space,true,POINT(30.311480000000003 59.965672700000006)
136,33038,company,Просто 585,false,POINT(30.309879100000007 59.96714540000001)
101,23992,company,"БФ ""Адвита""",false,POINT(30.310685600000003 59.96628219999999)
499,139723,company,,false,POINT(30.310698900000002 59.96711819999999)
130,32236,company,First Line Software,false,POINT(30.319874500000005 59.963505600000005)
21,4625,company,AKO Holding Inc.,false,POINT(30.309957500000003 59.9659794)
571,157174,company,Перспектива,false,POINT(30.312515 59.96683600000001)
451,109951,company,Медицинская одежда,false,POINT(30.312517800000002 59.963888800000014)
315,74438,company,Ergo,false,POINT(30.3172794 59.96032120000002)
369,80744,company,"ООО ""Стройтехкомплект""",false,POINT(30.316029 59.96012390000002)
370,80746,company,"Центр физической культуры, спорта и здоровья Петроградского района Санкт-Петербурга",false,POINT(30.312479500000006 59.962438600000006)
446,107880,company,Дельта,false,POINT(30.3307025 59.96453499999999)
404,85677,company,Molinos,false,POINT(30.31567 59.96512399999999)
378,83242,company,Tune-IT,false,POINT(30.314553300000004 59.96449200000002)
431,93571,cosmetics_shop,Подружка,false,POINT(30.316454200000003 59.9604693)
15,2021,cosmetics_shop,Скарлетт,false,POINT(30.3103533 59.964535299999994)
542,146496,cosmetics_shop,Подружка,false,POINT(30.312702500000004 59.966288799999994)
248,55707,cosmetics_shop,Yves Rocher,false,POINT(30.3106416 59.9650697)
12,1989,cosmetics_shop,Архитектор красоты,false,POINT(30.3090718 59.96868669999998)
293,70976,coworking_space,Ясная поляна,true,POINT(30.312611900000004 59.96537430000001)
856,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.31703681727421 59.96181534083422)
855,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.317169862043297 59.96180813488582)
854,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.317231114416725 59.96172378403999)
852,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.3170346 59.9616298)
853,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.31720291639902 59.961660383408564)
858,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.31699429565933 59.961685269554614)
857,6820,diplomatic,Генеральное консульство Эстонской Республики,false,POINT(30.31693301020836 59.96176961434224)
24,4628,electronics,Полюс,false,POINT(30.3096363 59.96550970000001)
460,120731,electronics,DNS,false,POINT(30.3123317 59.966018000000005)
92,17015,electronics,Источник,false,POINT(30.314503300000005 59.96247039999999)
427,91704,electronics,Foto-one,false,POINT(30.319169100000003 59.96210359999999)
562,152734,employment_agency,Hr-Profi,false,POINT(30.321140999999997 59.96244)
554,150752,employment_agency,Hr-profi,false,POINT(30.321140999999997 59.96244)
65,4896,erotic,Розовый кролик,false,POINT(30.3106581 59.96574780000001)
45,4786,estate_agent,Русский фонд недвижимости,false,POINT(30.314144100000007 59.967390699999996)
23,4627,estate_agent,ЭЛИТцентр,false,POINT(30.309946500000002 59.965375)
7,772,fast_food,Rostic`s,false,POINT(30.3114102 59.966663)
478,124124,fast_food,Snapy Шаверма,false,POINT(30.313646400000003 59.96747160000001)
557,150840,fast_food,Кебаб,false,POINT(30.322721599999998 59.96239820000001)
377,83205,fast_food,Студенческие столовые,false,POINT(30.328734500000007 59.96401890000001)
30,4690,fast_food,"Pita's",false,POINT(30.312326400000007 59.96778600000001)
492,132477,fast_food,Питание+,false,POINT(30.315973000000003 59.9609708)
32,4692,fast_food,Теремок,false,POINT(30.3116367 59.966895500000014)
524,141038,fast_food,Шаверма,false,POINT(30.323896400000006 59.9612093)
346,78866,fast_food,Mouse Tail,false,POINT(30.309804700000004 59.96723550000002)
5,770,fast_food,Вкусно — и точка,false,POINT(30.3110293 59.96680799999999)
392,83626,fast_food,KFC Express,false,POINT(30.311489500000004 59.966710099999986)
458,118004,fast_food,One Price Coffee,false,POINT(30.309543900000005 59.967062200000015)
397,84786,fast_food,Coffee First,false,POINT(30.315074499999998 59.96542789999999)
398,84787,fast_food,Столовая №5,false,POINT(30.315006099999998 59.965384199999974)
399,84905,fast_food,География Вкусов,false,POINT(30.3291411 59.96198330000002)
177,39865,fast_food,Суши Wok,false,POINT(30.308759900000002 59.967991200000014)
469,121951,fast_food,Шеф Кебаб,false,POINT(30.311787800000005 59.963689599999995)
169,36835,fast_food,Теремок,false,POINT(30.312489400000004 59.96527120000001)
280,65351,fast_food,Бургер Кинг,false,POINT(30.310863800000003 59.966134000000004)
497,138755,fast_food,Etlon,false,POINT(30.309161399999997 59.96758020000001)
578,161709,fast_food,Сидим едим,false,POINT(30.315344600000003 59.96111720000001)
17,2648,fast_food,Cinnabon,false,POINT(30.3142702 59.96765809999999)
504,139819,fast_food,Вкусная шаверма,false,POINT(30.311584699999997 59.96383020000001)
541,146495,fast_food,Столовая 5+,false,POINT(30.3132476 59.9667815)
73,6141,fast_food,Плюшкин дом,false,POINT(30.3143989 59.962571800000006)
447,108399,fast_food,Додо Пицца,false,POINT(30.3088164 59.96893780000001)
569,155604,fast_food,Cofix,false,POINT(30.310600000000004 59.96640000000002)
289,69849,fast_food,Coffee to go,false,POINT(30.309180400000002 59.96857460000002)
358,80434,fast_food,Кофейная гуща,false,POINT(30.323699800000007 59.96436260000001)
489,131701,fast_food,КофеБон,false,POINT(30.3149003 59.96540160000001)
565,152810,fast_food,Кебаб,false,POINT(30.322735000000005 59.96241429999999)
242,53784,fast_food,Столовая,false,POINT(30.322441700000002 59.96263730000001)
219,50533,fast_food,Университетская столовая,false,POINT(30.321607900000004 59.9658511)
470,121995,fitness_centre,Bungee Workout,false,POINT(30.320372900000006 59.96229890000002)
331,78677,fitness_centre,Айенгара,false,POINT(30.3114964 59.962838700000006)
563,152743,fitness_centre,Sokolova,false,POINT(30.313918500000003 59.962803699999995)
74,6322,fitness_centre,Форвард,false,POINT(30.3254775 59.96468860000001)
224,51861,fitness_centre,,false,POINT(30.3291071 59.9661948)
48,4789,fitness_centre,More Pilates,false,POINT(30.3145035 59.96762690000002)
555,150761,fitness_centre,Sokolova,false,POINT(30.313616000000003 59.962716)
171,37811,florist_store,ГорЦветТорг,false,POINT(30.317161700000003 59.9603149)
550,148919,florist_store,Monceau,false,POINT(30.3083975 59.96791500000001)
267,58785,florist_store,Duty Free Flowers,false,POINT(30.314906400000005 59.9620599)
6,771,florist_store,Оранж,false,POINT(30.311308299999997 59.9663188)
472,122324,florist_store,Butorbar,false,POINT(30.3158588 59.96108810000001)
67,4902,florist_store,Оранж,false,POINT(30.3109074 59.9662786)
500,139733,games,Hobby Games,false,POINT(30.3093302 59.96849350000001)
1907,26027,garden,,true,POINT(30.323892993449974 59.96408305047069)
